Date,Open,High,Low,Close,Volume
2000-03-30,1508.52,1517.38,1474.63,1487.92,186468752
2000-03-31,1487.92,1519.81,1484.38,1498.58,191781248
2000-04-03,1498.58,1507.19,1487.63,1505.97,159640624
2000-04-04,1505.98,1526.45,1416.41,1494.73,236790624
2000-04-05,1494.73,1506.55,1478.05,1487.37,173484368
2000-04-06,1487.37,1511.76,1487.37,1501.34,157500000
2000-04-07,1503.1,1518.68,1503.05,1516.35,139312496
2000-04-10,1516.35,1527.19,1503.35,1504.46,133390624
2000-04-11,1504.46,1512.8,1486.84,1500.59,151781248
2000-04-12,1500.59,1509.1,1466.15,1467.17,183734368
2000-04-13,1467.17,1477.52,1439.34,1440.51,161250000
2000-04-14,1440.51,1440.51,1339.4,1357.31,199953120
2000-04-17,1356.56,1401.53,1346.5,1401.44,188234368
2000-04-18,1401.44,1441.61,1397.81,1441.61,173343744
2000-04-19,1441.61,1447.69,1424.26,1427.47,156468752
2000-04-20,1427.47,1435.49,1422.08,1434.54,140031248
2000-04-24,1434.54,1434.54,1407.13,1429.86,135734368
2000-04-25,1439.33,1477.67,1438.42,1477.14,167359376
2000-04-26,1477.44,1482.94,1456.98,1460.99,156187504
2000-04-27,1460.99,1469.21,1434.81,1464.92,173593744
2000-04-28,1464.92,1473.62,1448.15,1452.43,153843744
2000-05-01,1452.43,1481.51,1452.43,1468.25,150984368
2000-05-02,1468.25,1468.25,1445.22,1446.29,158046880
2000-05-03,1446.29,1446.29,1398.36,1415.1,154937504
2000-05-04,1415.1,1420.99,1404.94,1409.57,144656256
2000-05-05,1409.57,1436.03,1405.08,1432.63,125859376
2000-05-08,1432.63,1432.63,1417.05,1424.17,123062496
2000-05-09,1424.17,1430.28,1401.85,1412.14,140093744
2000-05-10,1412.14,1412.14,1375.14,1383.05,157250000
2000-05-11,1383.05,1410.26,1383.05,1407.81,149000000
2000-05-12,1407.81,1430.13,1407.81,1420.96,134093752
2000-05-15,1420.96,1452.39,1416.54,1452.36,133531248
2000-05-16,1452.36,1470.4,1450.76,1466.04,149296880
2000-05-17,1466.04,1466.04,1441.67,1447.8,128203128
2000-05-18,1447.8,1458.04,1436.59,1437.21,126234376
2000-05-19,1437.21,1437.21,1401.74,1406.95,133390624
2000-05-22,1406.95,1410.55,1368.73,1400.72,135781248
2000-05-23,1400.72,1404.04,1373.6,1373.86,135921872
2000-05-24,1373.86,1401.75,1361.09,1399.05,180046880
2000-05-25,1405.89,1409.39,1373.93,1381.52,153828128
2000-05-26,1381.52,1391.42,1369.75,1378.02,112906248
2000-05-30,1378.02,1422.45,1378.02,1422.45,131906248
2000-05-31,1422.44,1434.49,1415.5,1420.6,150078128
2000-06-01,1420.6,1448.81,1420.6,1448.81,150015632
2000-06-02,1448.81,1483.23,1448.81,1477.26,181624992
2000-06-05,1477.26,1477.28,1464.68,1467.63,131031248
2000-06-06,1467.63,1471.36,1454.74,1457.84,148453120
2000-06-07,1457.84,1474.64,1455.06,1471.36,133531248
2000-06-08,1471.36,1475.65,1456.49,1461.67,133484376
2000-06-09,1461.67,1472.67,1454.96,1456.95,122812496
2000-06-12,1456.95,1462.93,1445.99,1446,120953128
2000-06-13,1446,1470.42,1442.38,1469.44,146234368
2000-06-14,1469.44,1483.62,1467.71,1470.54,145265632
2000-06-15,1470.54,1482.04,1464.62,1478.6,158031248
2000-06-16,1478.73,1480.77,1460.42,1464.46,195437504
2000-06-19,1464.46,1488.93,1459.05,1486,144015632
2000-06-20,1486,1487.32,1470.18,1476.28,161171872
2000-06-21,1475.95,1482.19,1468,1479.13,157750000
2000-06-22,1479.13,1479.13,1448.03,1452.18,159796880
2000-06-23,1452.18,1459.94,1438.31,1441.48,132437504
2000-06-26,1441.48,1459.66,1441.48,1455.25,138906256
2000-06-27,1455.31,1463.44,1450.55,1450.55,162890624
2000-06-28,1452.57,1467.6,1451.51,1454.82,171109376
2000-06-29,1454.82,1455.14,1434.63,1442.39,173578128
2000-06-30,1442.39,1454.68,1438.71,1454.6,228078128
2000-07-03,1454.6,1469.58,1450.85,1469.32,70609376
2000-07-05,1469.54,1469.54,1442.45,1446.23,159265632
2000-07-06,1446.23,1461.65,1439.56,1456.67,148015632
2000-07-07,1456.67,1484.12,1456.67,1478.9,145578128
2000-07-10,1478.9,1486.56,1474.76,1475.62,131046872
2000-07-11,1475.62,1488.77,1470.48,1480.88,153203120
2000-07-12,1480.88,1497.69,1480.88,1492.92,156437504
2000-07-13,1492.92,1501.39,1489.65,1495.84,160437504
2000-07-14,1495.2,1509.99,1494.8,1509.98,150093744
2000-07-17,1509.98,1517.22,1505.26,1510.49,141562496
2000-07-18,1510.49,1510.49,1491.35,1493.74,141921872
2000-07-19,1494.99,1494.99,1479.92,1481.96,142093744
2000-07-20,1481.96,1501.92,1481.96,1495.47,166343744
2000-07-21,1495.57,1495.57,1477.91,1480.19,151296880
2000-07-24,1485.88,1485.88,1463.8,1464.29,137546880
2000-07-25,1464.29,1476.23,1464.29,1474.47,151468752
2000-07-26,1471.55,1472.08,1452.42,1452.42,193093744
2000-07-27,1464.91,1464.91,1445.43,1449.63,180687504
2000-07-28,1449.62,1456.68,1413.89,1419.89,153124992
2000-07-31,1437.65,1437.65,1418.71,1430.83,148843744
2000-08-01,1430.83,1443.54,1428.96,1438.1,146671872
2000-08-02,1434.08,1451.59,1434.08,1438.69,155390624
2000-08-03,1426.25,1454.19,1425.43,1452.56,171187504
2000-08-04,1452.06,1462.93,1452.06,1462.93,149375008
2000-08-07,1460.72,1480.8,1460.72,1479.32,133562496
2000-08-08,1479.32,1484.4,1472.53,1482.81,155031248
2000-08-09,1482.8,1490.37,1471.32,1472.87,164687504
2000-08-10,1472.87,1475.19,1459.85,1460.25,147000000
2000-08-11,1460.25,1475.72,1453.06,1471.84,130546872
2000-08-14,1471.84,1491.64,1468.56,1491.56,122468752
2000-08-15,1491.56,1493.12,1482.74,1484.43,139984368
2000-08-16,1484.43,1496.09,1475.74,1479.85,145281248
2000-08-17,1479.85,1499.32,1479.85,1496.07,144124992
2000-08-18,1496.07,1499.47,1488.99,1491.72,128343752
2000-08-21,1491.72,1502.84,1491.13,1499.48,114312496
2000-08-22,1499.48,1508.45,1497.42,1498.13,127937504
2000-08-23,1498.13,1507.2,1489.52,1505.97,136093744
2000-08-24,1505.97,1511.16,1501.25,1508.31,130796872
2000-08-25,1508.31,1513.47,1505.09,1506.46,107125000
2000-08-28,1506.45,1523.95,1506.45,1514.09,114625000
2000-08-29,1514.09,1514.89,1505.48,1509.84,124312496
2000-08-30,1509.84,1510.49,1500.09,1502.59,127875000
2000-08-31,1502.59,1525.21,1502.59,1517.68,165093744
2000-09-01,1517.68,1530.09,1515.53,1520.77,119953128
2000-09-05,1520.77,1520.77,1503.75,1507.08,131015624
2000-09-06,1507.08,1512.61,1492.12,1492.25,155484368
2000-09-07,1492.25,1505.34,1492.25,1502.51,153984368
2000-09-08,1502.51,1502.51,1489.88,1494.5,150156256
2000-09-11,1494.5,1506.76,1483.01,1487.85,140515632
2000-09-12,1489.26,1496.93,1479.67,1481.99,154875008
2000-09-13,1481.99,1487.45,1473.61,1484.91,166921872
2000-09-14,1484.91,1494.16,1476.73,1480.87,158437504
2000-09-15,1480.87,1480.96,1460.22,1465.81,198187504
2000-09-18,1465.81,1467.77,1441.92,1444.51,150390624
2000-09-19,1444.51,1461.16,1444.51,1459.9,160140624
2000-09-20,1459.9,1460.49,1430.95,1451.34,172500000
2000-09-21,1451.34,1452.77,1436.3,1449.05,172718752
2000-09-22,1449.05,1449.05,1421.08,1448.72,185234368
2000-09-25,1448.72,1457.42,1435.93,1439.03,153500000
2000-09-26,1439.03,1448.04,1425.25,1427.21,172906256
2000-09-27,1427.21,1437.22,1419.44,1426.57,183546880
2000-09-28,1426.57,1461.69,1425.78,1458.29,188468752
2000-09-29,1458.29,1458.29,1436.29,1436.51,187046880
2000-10-02,1436.52,1445.6,1429.83,1436.23,164250000
2000-10-03,1436.23,1454.82,1425.28,1426.46,171578128
2000-10-04,1426.46,1439.99,1416.31,1434.32,182406256
2000-10-05,1434.32,1444.17,1431.8,1436.28,183765632
2000-10-06,1436.28,1443.3,1397.06,1408.99,179703120
2000-10-09,1408.99,1409.69,1392.48,1402.03,111968752
2000-10-10,1402.03,1408.83,1383.85,1385.94,163124992
2000-10-11,1387.02,1387.02,1349.67,1364.59,216796880
2000-10-12,1364.59,1374.93,1328.06,1329.78,216968752
2000-10-13,1329.78,1374.17,1326.81,1374.17,191234368
2000-10-16,1374.17,1379.48,1365.06,1374.62,157093744
2000-10-17,1374.62,1380.99,1342.34,1349.97,181484368
2000-10-18,1349.97,1356.65,1305.79,1342.13,225265632
2000-10-19,1342.13,1389.93,1342.13,1388.76,202796880
2000-10-20,1388.76,1408.47,1382.19,1396.93,183968752
2000-10-23,1396.93,1406.96,1387.75,1395.78,163562496
2000-10-24,1395.78,1415.64,1388.13,1398.13,181031248
2000-10-25,1393.29,1393.29,1362.21,1364.9,205562496
2000-10-26,1364.9,1372.72,1337.77,1364.44,203718752
2000-10-27,1364.44,1384.57,1364.13,1379.58,169734368
2000-10-30,1379.58,1406.36,1376.86,1398.66,185390624
2000-10-31,1398.66,1432.22,1398.66,1429.4,213500000
2000-11-01,1429.4,1429.6,1410.45,1421.22,188562496
2000-11-02,1421.22,1433.27,1421.13,1428.32,182453120
2000-11-03,1428.32,1433.21,1420.92,1426.69,155890624
2000-11-06,1428.76,1438.46,1427.72,1432.19,145453120
2000-11-07,1432.19,1436.22,1423.26,1431.87,137640624
2000-11-08,1431.87,1437.28,1408.78,1409.28,142078128
2000-11-09,1409.28,1409.28,1369.68,1400.14,173593744
2000-11-10,1393.22,1393.22,1365.97,1365.98,150390624
2000-11-13,1365.98,1365.98,1328.62,1351.26,176453120
2000-11-14,1351.26,1390.06,1351.26,1382.95,174812496
2000-11-15,1382.95,1395.96,1374.75,1390.04,166687504
2000-11-16,1389.81,1394.68,1370.4,1372.32,149421872
2000-11-17,1372.32,1384.85,1355.55,1367.72,167250000
2000-11-20,1367.72,1367.72,1341.67,1342.62,149343744
2000-11-21,1342.62,1355.8,1333.62,1347.35,177671872
2000-11-22,1347.35,1347.35,1321.89,1322.36,150500000
2000-11-24,1338.59,1343.83,1328.84,1341.77,63260936
2000-11-27,1341.77,1362.5,1341.77,1348.97,147828128
2000-11-28,1348.97,1358.81,1334.97,1336.09,160656256
2000-11-29,1336.09,1352.38,1329.28,1341.93,62828124
2000-11-30,1341.91,1341.91,1294.9,1314.95,185395312
2000-12-01,1314.95,1334.67,1307.02,1315.23,186750000
2000-12-04,1315.18,1332.06,1310.23,1324.97,172343744
2000-12-05,1333.48,1376.56,1333.47,1376.54,140671872
2000-12-06,1376,1376.01,1346.15,1351.46,218640624
2000-12-07,1351.46,1353.5,1339.26,1343.55,176250000
2000-12-08,1353.1,1380.33,1353.1,1369.89,212234368
2000-12-11,1369.89,1389.05,1364.14,1380.2,187875008
2000-12-12,1380.2,1380.27,1370.27,1371.18,169281248
2000-12-13,1371.18,1385.82,1358.48,1359.99,186734368
2000-12-14,1359.99,1359.99,1340.48,1340.93,165828128
2000-12-15,1336.59,1336.59,1305.38,1312.15,243921872
2000-12-18,1316.32,1332.32,1316.32,1322.74,185921872
2000-12-19,1322.96,1346.44,1305.2,1322.74,207015632
2000-12-20,1305.6,1305.6,1261.16,1264.74,222124992
2000-12-21,1263.7,1285.31,1254.07,1274.86,226546880
2000-12-22,1279.47,1305.97,1279.47,1305.95,169859376
2000-12-26,1305.93,1315.94,1301.64,1315.19,126015624
2000-12-27,1314.27,1332.03,1310.96,1328.92,170734368
2000-12-28,1326.52,1335.93,1325.78,1334.22,158640624
2000-12-29,1333.15,1340.1,1317.51,1320.28,161796880
2001-01-02,1320.28,1320.28,1276.05,1283.27,176468752
2001-01-03,1280.21,1347.76,1274.62,1347.56,293859360
2001-01-04,1345.82,1350.24,1329.14,1333.34,332968736
2001-01-05,1334.26,1334.77,1294.95,1298.35,223562496
2001-01-08,1296.33,1296.97,1276.29,1295.86,174296880
2001-01-09,1298.96,1311.72,1295.14,1300.8,186140624
2001-01-10,1297.57,1313.76,1287.28,1313.27,202578128
2001-01-11,1309.72,1332.19,1300.8,1326.82,220500000
2001-01-12,1326.52,1333.21,1311.59,1318.55,199375008
2001-01-16,1318.54,1327.81,1313.33,1326.65,188390624
2001-01-17,1326.65,1346.92,1325.41,1329.47,210796880
2001-01-18,1329.89,1352.71,1327.41,1347.97,225781248
2001-01-19,1354.55,1354.55,1336.74,1342.55,219968752
2001-01-22,1341.36,1353.62,1333.84,1342.9,181875008
2001-01-23,1342.9,1362.9,1339.63,1360.4,192593744
2001-01-24,1361.74,1369.75,1357.28,1364.3,204531248
2001-01-25,1361.74,1369.75,1354.63,1357.51,196562496
2001-01-26,1353.47,1357.48,1342.75,1354.95,171562496
2001-01-29,1351.03,1365.54,1350.36,1364.17,164546880
2001-01-30,1364.42,1375.68,1356.2,1373.73,179656256
2001-01-31,1374.56,1383.37,1364.66,1366.01,202390624
2001-02-01,1365.67,1373.5,1359.34,1373.47,174812496
2001-02-02,1373.21,1376.38,1348.72,1349.47,163812496
2001-02-05,1347.08,1354.56,1344.48,1354.31,158281248
2001-02-06,1354.4,1363.55,1350.04,1352.26,165562496
2001-02-07,1351.8,1351.8,1334.26,1340.89,180984368
2001-02-08,1342.37,1350.32,1332.42,1332.53,173000000
2001-02-09,1329.81,1330.39,1309.98,1314.76,168046880
2001-02-12,1314.18,1330.96,1313.64,1330.31,162359376
2001-02-13,1332.07,1336.62,1317.51,1318.8,168000000
2001-02-14,1319.64,1320.73,1304.72,1315.92,179734368
2001-02-15,1315.92,1331.29,1315.92,1326.61,180265632
2001-02-16,1314.31,1314.31,1293.18,1301.53,196437504
2001-02-20,1301.53,1307.16,1278.44,1278.94,173781248
2001-02-21,1275.09,1282.97,1253.16,1255.27,188828128
2001-02-22,1255.99,1259.94,1228.33,1252.82,213421872
2001-02-23,1249.59,1250.06,1215.44,1245.86,192390624
2001-02-26,1245.86,1267.69,1241.71,1267.65,176687504
2001-02-27,1265.72,1272.76,1252.26,1257.94,174078128
2001-02-28,1257.94,1263.47,1229.65,1239.94,191453120
2001-03-01,1237.39,1241.36,1214.5,1241.23,202328128
2001-03-02,1241.23,1251.01,1219.74,1234.18,202187504
2001-03-05,1234.18,1242.55,1234.04,1241.41,145187504
2001-03-06,1243.88,1267.42,1243.88,1253.8,170593744
2001-03-07,1253.8,1263.86,1253.8,1261.89,176906256
2001-03-08,1260.62,1266.5,1257.6,1264.76,174078128
2001-03-09,1262.1,1262.1,1228.42,1233.42,169671872
2001-03-12,1228.88,1228.88,1176.78,1180.16,192031248
